doc_id,Review_Date,Reviewer_Score,Tags,Total_Number_of_Reviews_Reviewer_Has_Given,TripType_Leisure,Comp_Group,Comp_Solo,Comp_Family,Submit_Mobile,month_idx,Season_Spring,Season_Summer,Season_Autumn,reviewer_activity_z
146,2017-02-12,8.8,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 2 nights ']",6,1,0,1,0,0,2,0,0,0,-0.05622056813244411
147,2016-02-10,9.2,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 3 nights ']",20,1,0,0,0,0,2,0,0,0,1.3722512174468977
148,2017-02-02,9.6,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",25,0,0,1,0,1,2,0,0,0,1.8824197122966624
149,2017-02-18,2.5,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,2,0,0,0,-0.566389062982209
150,2017-02-16,10.0,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 2 nights ']",6,1,0,0,0,0,2,0,0,0,-0.05622056813244411
151,2017-02-13,10.0,"[' Leisure trip ', ' Group ', ' Classic Double or Twin Room ', ' Stayed 3 nights ']",2,1,1,0,0,0,2,0,0,0,-0.464355364012256
152,2017-02-21,10.0,"[' Leisure trip ', ' Couple ', ' Twin Room Disability Access ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4,1,0,0,0,1,2,0,0,0,-0.26028796607235005
153,2017-02-03,10.0,"[' Leisure trip ', ' Solo traveler ', ' Superior Room with Queen size bed and Sofa Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,1,0,1,2,0,0,0,-0.566389062982209
154,2017-02-18,7.1,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,1,0,0,1,2,0,0,0,-0.566389062982209
155,2017-02-25,8.3,"[' Leisure trip ', ' Family with young children ', ' Quadruple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",24,1,0,0,1,1,2,0,0,0,1.7803860133267093
156,2016-02-04,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,1,0,0,0,1,2,0,0,0,-0.464355364012256
157,2017-03-09,9.6,"[' Leisure trip ', ' Group ', ' Studio ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,1,0,0,1,3,1,0,0,-0.566389062982209
158,2017-03-19,9.6,"[' Family with young children ', ' Standard Double Room without Window ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,0,0,0,1,1,3,1,0,0,-0.566389062982209
159,2016-03-29,7.9,"[' Leisure trip ', ' Couple ', ' Cosy Double Room ', ' Stayed 2 nights ']",4,1,0,0,0,0,3,1,0,0,-0.26028796607235005
160,2017-03-06,9.6,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",6,1,0,1,0,1,3,1,0,0,-0.05622056813244411
161,2016-03-08,8.3,"[' Leisure trip ', ' Couple ', ' Deluxe King with Balcony ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",3,1,0,0,0,1,3,1,0,0,-0.36232166504230306
162,2016-03-15,9.6,"[' Leisure trip ', ' Family with young children ', ' Twin Room ', ' Stayed 3 nights ']",9,1,0,0,1,0,3,1,0,0,0.24988052877741485
163,2017-03-24,9.6,"[' Business trip ', ' Group ', ' Standard Queen Room with Sofa Bed ', ' Stayed 1 night ']",1,0,1,0,0,0,3,1,0,0,-0.566389062982209
164,2016-03-14,8.8,"[' Business trip ', ' Solo traveler ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,0,0,1,0,1,3,1,0,0,-0.36232166504230306
165,2017-03-21,7.9,"[' Leisure trip ', ' Family with young children ', ' Classic Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,3,1,0,0,-0.566389062982209
166,2016-03-13,10.0,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,1,1,0,0,1,3,1,0,0,-0.26028796607235005
167,2016-03-31,8.8,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,1,0,0,0,1,3,1,0,0,-0.26028796607235005
168,2017-03-22,10.0,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']",7,0,0,1,0,0,3,1,0,0,0.045813130837508875
169,2017-03-25,8.8,"[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 4 nights ']",15,0,0,0,0,0,3,1,0,0,0.8620827225971327
170,2017-03-07,6.3,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,3,1,0,0,-0.566389062982209
171,2017-03-11,9.2,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,0,0,0,0,1,3,1,0,0,-0.566389062982209
172,2016-03-11,10.0,"[' Group ', ' Comfort Double Room ', ' Stayed 3 nights ']",37,0,1,0,0,0,3,1,0,0,3.106824099936098
173,2016-03-15,8.8,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",7,1,1,0,0,1,3,1,0,0,0.045813130837508875
174,2016-03-03,7.1,"[' Leisure trip ', ' Solo traveler ', ' Double Hilton Deluxe ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5,1,0,1,0,1,3,1,0,0,-0.1582542671023971
175,2016-03-30,10.0,"[' Business trip ', ' Solo traveler ', ' Small Double Room Annex building ', ' Stayed 1 night ']",1,0,0,1,0,0,3,1,0,0,-0.566389062982209
176,2016-03-31,3.3,"[' Leisure trip ', ' Couple ', ' Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,1,0,0,0,1,3,1,0,0,-0.26028796607235005
177,2017-03-19,7.9,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 1 night ']",3,1,0,0,0,0,3,1,0,0,-0.36232166504230306
178,2016-03-15,8.8,"[' Leisure trip ', ' Group ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,1,0,0,1,3,1,0,0,-0.566389062982209
179,2016-03-29,9.6,"[' Leisure trip ', ' Family with older children ', ' Executive Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,3,1,0,0,-0.566389062982209
180,2017-03-12,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,1,0,0,0,1,3,1,0,0,-0.464355364012256
181,2017-03-20,9.2,"[' Leisure trip ', ' Couple ', ' Marina Double Suite ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,3,1,0,0,-0.566389062982209
182,2017-03-28,7.5,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",6,1,1,0,0,1,3,1,0,0,-0.05622056813244411
183,2017-03-22,9.6,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ']",26,1,0,1,0,0,3,1,0,0,1.9844534112666152
184,2016-03-31,6.7,"[' Leisure trip ', ' Family with older children ', ' Standard Double or Twin Room ', ' Stayed 4 nights ']",2,1,0,0,0,0,3,1,0,0,-0.464355364012256
185,2016-03-31,10.0,"[' Leisure trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 3 nights ']",11,1,0,0,0,0,3,1,0,0,0.4539479267173208
186,2017-03-02,10.0,"[' Leisure trip ', ' Travelers with friends ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,3,1,0,0,-0.566389062982209
187,2017-03-17,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,3,1,0,0,-0.566389062982209
188,2016-03-15,10.0,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 1 night ']",7,1,0,0,0,0,3,1,0,0,0.045813130837508875
189,2016-03-05,9.6,"[' Business trip ', ' Solo traveler ', ' Superior Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,0,0,1,0,1,3,1,0,0,-0.566389062982209
190,2016-03-29,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 6 nights ', ' Submitted from a mobile device ']",3,1,0,0,0,1,3,1,0,0,-0.36232166504230306
191,2016-03-29,7.9,"[' Leisure trip ', ' Travelers with friends ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",6,1,0,0,0,1,3,1,0,0,-0.05622056813244411
192,2016-03-07,9.6,"[' Couple ', ' Executive Double Room ', ' Stayed 1 night ']",1,0,0,0,0,0,3,1,0,0,-0.566389062982209
193,2016-03-17,7.9,"[' Business trip ', ' Solo traveler ', ' Standard Room with 1 Single Bed ', ' Stayed 3 nights ']",3,0,0,1,0,0,3,1,0,0,-0.36232166504230306
194,2017-03-03,9.6,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",22,0,0,0,0,1,3,1,0,0,1.5763186153868036
195,2017-03-09,6.3,"[' Leisure trip ', ' Couple ', ' Deluxe King or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,1,0,0,0,1,3,1,0,0,-0.464355364012256
196,2017-03-26,8.8,"[' Leisure trip ', ' Couple ', ' Privilege Double or Twin Room ', ' Stayed 7 nights ', ' Submitted from a mobile device ']",3,1,0,0,0,1,3,1,0,0,-0.36232166504230306
197,2017-03-20,3.3,"[' Leisure trip ', ' Couple ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",2,1,0,0,0,1,3,1,0,0,-0.464355364012256
198,2017-03-23,9.2,"[' Leisure trip ', ' Solo traveler ', ' Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",12,1,0,1,0,1,3,1,0,0,0.5559816256872738
199,2016-03-01,8.8,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 3 nights ']",2,1,1,0,0,0,3,1,0,0,-0.464355364012256
200,2017-03-07,9.6,"[' Leisure trip ', ' Family with young children ', ' Double Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,1,1,3,1,0,0,-0.566389062982209
201,2017-03-14,7.9,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,3,1,0,0,-0.566389062982209
202,2017-03-13,10.0,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 2 nights ']",4,1,0,0,0,0,3,1,0,0,-0.26028796607235005
203,2016-03-30,6.3,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ']",1,1,0,0,0,0,3,1,0,0,-0.566389062982209
204,2016-03-15,10.0,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,0,0,0,0,1,3,1,0,0,-0.464355364012256
205,2017-03-27,10.0,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,3,1,0,0,-0.566389062982209
206,2017-03-28,8.8,"[' Leisure trip ', ' Couple ', ' Small Queen Room ', ' Stayed 2 nights ']",18,1,0,0,0,0,3,1,0,0,1.1681838195069916
207,2016-03-01,5.0,"[' Leisure trip ', ' Family with older children ', ' Double Guest Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,3,1,0,0,-0.566389062982209
208,2017-03-06,5.8,"[' Business trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",2,0,0,1,0,1,3,1,0,0,-0.464355364012256
209,2016-03-30,9.6,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,1,0,0,0,1,3,1,0,0,-0.26028796607235005
210,2017-03-20,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,3,1,0,0,-0.566389062982209
211,2017-03-12,10.0,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,3,1,0,0,-0.566389062982209
212,2017-03-20,9.6,"[' Business trip ', ' Group ', ' Standard Queen Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",44,0,1,0,0,1,3,1,0,0,3.821059992725769
213,2017-03-10,7.5,"[' Leisure trip ', ' Couple ', ' Superior King or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",21,1,0,0,0,1,3,1,0,0,1.4742849164168506
214,2017-03-17,8.3,"[' Leisure trip ', ' Family with young children ', ' Double Room Non Smoking ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",3,1,0,0,1,1,3,1,0,0,-0.36232166504230306
215,2017-03-30,5.8,"[' Business trip ', ' Couple ', ' Single Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",4,0,0,0,0,1,3,1,0,0,-0.26028796607235005
216,2017-03-14,5.8,"[' Leisure trip ', ' Couple ', ' Standard Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",17,1,0,0,0,1,3,1,0,0,1.0661501205370387
217,2016-03-11,5.0,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ']",1,1,0,0,0,0,3,1,0,0,-0.566389062982209
218,2016-03-16,9.6,"[' Leisure trip ', ' Family with older children ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,1,0,0,0,1,3,1,0,0,-0.464355364012256
219,2017-03-20,8.3,"[' Leisure trip ', ' Family with young children ', ' Deluxe King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",24,1,0,0,1,1,3,1,0,0,1.7803860133267093
220,2017-03-16,7.9,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,3,1,0,0,-0.566389062982209
221,2016-03-01,10.0,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']",2,1,0,0,0,0,3,1,0,0,-0.464355364012256
222,2017-03-13,8.3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,3,1,0,0,-0.566389062982209
223,2016-03-10,7.5,"[' Business trip ', ' Solo traveler ', ' Executive Double Room ', ' Stayed 1 night ']",6,0,0,1,0,0,3,1,0,0,-0.05622056813244411
224,2017-03-14,7.9,"[' Business trip ', ' Couple ', ' Luxury Room ', ' Stayed 2 nights ']",10,0,0,0,0,0,3,1,0,0,0.3519142277473678
225,2017-03-09,10.0,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",5,1,0,0,0,1,3,1,0,0,-0.1582542671023971
226,2017-03-01,7.5,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,3,1,0,0,-0.566389062982209
227,2017-03-02,9.6,"[' Leisure trip ', ' Family with young children ', ' Standard Queen Room ', ' Stayed 1 night ']",28,1,0,0,1,0,3,1,0,0,2.1885208092065214
228,2016-03-27,7.9,"[' Leisure trip ', ' Couple ', ' Apartment ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,3,1,0,0,-0.566389062982209
229,2016-03-13,9.2,"[' Leisure trip ', ' Couple ', ' Superior King or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,3,1,0,0,-0.566389062982209
230,2017-03-11,5.8,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",6,1,0,0,0,1,3,1,0,0,-0.05622056813244411
231,2017-03-13,8.3,"[' Leisure trip ', ' Family with young children ', ' Standard Double Room No Window ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,1,0,0,1,1,3,1,0,0,-0.36232166504230306
232,2017-03-14,4.2,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",5,0,0,1,0,1,3,1,0,0,-0.1582542671023971
233,2016-03-01,10.0,"[' Leisure trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,1,0,1,3,1,0,0,-0.566389062982209
234,2016-03-17,8.8,"[' Leisure trip ', ' Family with older children ', ' Superior Quadruple Room ', ' Stayed 1 night ']",21,1,0,0,0,0,3,1,0,0,1.4742849164168506
235,2016-03-05,9.2,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,0,0,1,0,1,3,1,0,0,-0.26028796607235005
236,2017-03-31,6.7,"[' Leisure trip ', ' Solo traveler ', ' Junior Double ', ' Stayed 3 nights ']",29,1,0,1,0,0,3,1,0,0,2.2905545081764744
237,2016-04-05,7.5,"[' Business trip ', ' Solo traveler ', ' Deluxe Room ', ' Stayed 5 nights ']",2,0,0,1,0,0,4,1,0,0,-0.464355364012256
238,2016-04-05,8.8,"[' Leisure trip ', ' Family with young children ', ' Deluxe King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,4,1,0,0,-0.566389062982209
239,2016-04-26,4.6,"[' Business trip ', ' Solo traveler ', ' Basic Double Room ', ' Stayed 1 night ']",7,0,0,1,0,0,4,1,0,0,0.045813130837508875
240,2016-04-09,10.0,"[' Leisure trip ', ' Couple ', ' Premium Double Room ', ' Stayed 3 nights ']",10,1,0,0,0,0,4,1,0,0,0.3519142277473678
241,2016-04-26,6.3,"[' Leisure trip ', ' Group ', ' Deluxe Room ', ' Stayed 2 nights ']",2,1,1,0,0,0,4,1,0,0,-0.464355364012256
242,2017-04-05,9.6,"[' Leisure trip ', ' Couple ', ' Superior Double Room with Balcony ', ' Stayed 2 nights ']",3,1,0,0,0,0,4,1,0,0,-0.36232166504230306
243,2016-04-12,7.5,"[' Leisure trip ', ' Family with older children ', ' Twin Hilton Guest Room ', ' Stayed 1 night ']",1,1,0,0,0,0,4,1,0,0,-0.566389062982209
244,2016-04-01,9.2,"[' Leisure trip ', ' Couple ', ' Junior Suite 2 Adults ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,4,1,0,0,-0.566389062982209
245,2017-04-19,8.3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,4,1,0,0,-0.566389062982209
246,2016-04-05,7.5,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",3,1,0,0,0,1,4,1,0,0,-0.36232166504230306
247,2017-04-10,10.0,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,1,0,0,0,1,4,1,0,0,-0.464355364012256
248,2016-04-29,8.3,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,0,0,1,0,1,4,1,0,0,-0.26028796607235005
249,2017-04-07,10.0,"[' Leisure trip ', ' Couple ', ' City King Room ', ' Stayed 1 night ']",5,1,0,0,0,0,4,1,0,0,-0.1582542671023971
250,2017-04-05,9.6,"[' Business trip ', ' Solo traveler ', ' Deluxe Junior Suite ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",10,0,0,1,0,1,4,1,0,0,0.3519142277473678
251,2016-04-29,7.9,"[' Leisure trip ', ' Group ', ' Double or Twin Room ', ' Stayed 6 nights ']",3,1,1,0,0,0,4,1,0,0,-0.36232166504230306
252,2016-04-16,10.0,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,4,1,0,0,-0.566389062982209
253,2016-04-26,10.0,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ']",1,1,0,0,0,0,4,1,0,0,-0.566389062982209
254,2017-04-17,9.6,"[' Leisure trip ', ' Couple ', ' Deluxe King Room with Stadium View ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,0,1,4,1,0,0,-0.566389062982209
255,2016-04-07,8.3,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ']",6,1,0,0,0,0,4,1,0,0,-0.05622056813244411
256,2017-04-27,6.3,"[' Business trip ', ' Solo traveler ', ' Club Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",32,0,0,1,0,1,4,1,0,0,2.596655605086333
257,2017-04-21,10.0,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,1,0,0,0,1,4,1,0,0,-0.36232166504230306
258,2016-04-03,10.0,"[' Leisure trip ', ' Couple ', ' Standard Double Room without Window ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,4,1,0,0,-0.566389062982209
259,2016-04-26,9.2,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",12,1,1,0,0,1,4,1,0,0,0.5559816256872738
260,2016-04-04,9.2,"[' Leisure trip ', ' Group ', ' Classic Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",15,1,1,0,0,1,4,1,0,0,0.8620827225971327
261,2017-04-30,7.1,"[' Leisure trip ', ' Group ', ' Executive King Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",25,1,1,0,0,1,4,1,0,0,1.8824197122966624
262,2016-04-21,8.3,"[' Leisure trip ', ' Solo traveler ', ' Superior Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",5,1,0,1,0,1,4,1,0,0,-0.1582542671023971
263,2016-04-14,6.7,"[' Leisure trip ', ' Couple ', ' Apartment ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",4,1,0,0,0,1,4,1,0,0,-0.26028796607235005
264,2016-04-28,10.0,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,4,1,0,0,-0.566389062982209
265,2016-04-24,10.0,"[' Leisure trip ', ' Family with young children ', ' Superior Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,0,0,1,1,4,1,0,0,-0.566389062982209
266,2016-04-10,8.8,"[' Leisure trip ', ' Solo traveler ', ' Basic Single Room ', ' Stayed 1 night ']",7,1,0,1,0,0,4,1,0,0,0.045813130837508875
267,2016-04-23,2.5,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']",1,1,0,0,1,0,4,1,0,0,-0.566389062982209
268,2017-04-13,10.0,"[' Business trip ', ' Group ', ' Superior Double Room ', ' Stayed 3 nights ']",11,0,1,0,0,0,4,1,0,0,0.4539479267173208
269,2016-04-14,9.6,"[' Leisure trip ', ' Group ', ' Superior Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,4,1,0,0,-0.566389062982209
270,2016-04-26,10.0,"[' Leisure trip ', ' Group ', ' Executive Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,1,1,0,0,1,4,1,0,0,-0.566389062982209
271,2016-04-07,2.5,"[' Leisure trip ', ' Group ', ' Classic Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",1,1,1,0,0,1,4,1,0,0,-0.566389062982209
272,2016-04-03,5.4,"[' Leisure trip ', ' Group ', ' Special Offer Double Room ', ' Stayed 2 nights ']",1,1,1,0,0,0,4,1,0,0,-0.566389062982209
273,2017-04-21,10.0,"[' Leisure trip ', ' Family with young children ', ' Classic Double Room ', ' Stayed 2 nights ']",12,1,0,0,1,0,4,1,0,0,0.5559816256872738
274,2016-04-11,6.7,"[' Leisure trip ', ' Couple ', ' Double Room with Balcony ', ' Stayed 3 nights ']",56,1,0,0,0,0,4,1,0,0,5.045464380365205
275,2017-04-03,9.2,"[' Business trip ', ' Solo traveler ', ' Classic Single Room ', ' Stayed 1 night ']",5,0,0,1,0,0,4,1,0,0,-0.1582542671023971
276,2016-04-08,10.0,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",5,0,0,1,0,1,4,1,0,0,-0.1582542671023971
277,2017-04-25,9.6,"[' Leisure trip ', ' Group ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",7,1,1,0,0,1,4,1,0,0,0.045813130837508875
278,2017-04-09,4.2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,0,1,4,1,0,0,-0.566389062982209
279,2017-04-29,9.6,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,1,0,1,0,1,4,1,0,0,-0.464355364012256
280,2016-04-04,7.1,"[' Leisure trip ', ' Couple ', ' Standard Double ', ' Stayed 4 nights ']",2,1,0,0,0,0,4,1,0,0,-0.464355364012256
281,2016-04-30,10.0,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",5,0,0,1,0,1,4,1,0,0,-0.1582542671023971
282,2017-04-05,4.2,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",3,1,0,0,1,1,4,1,0,0,-0.36232166504230306
283,2017-04-25,8.3,"[' Leisure trip ', ' Couple ', ' Standard Double Twin Room ', ' Stayed 2 nights ']",5,1,0,0,0,0,4,1,0,0,-0.1582542671023971
284,2016-04-25,9.2,"[' Leisure trip ', ' Couple ', ' Queen Guest Room ', ' Stayed 1 night ']",3,1,0,0,0,0,4,1,0,0,-0.36232166504230306
285,2017-04-09,2.5,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",6,1,1,0,0,1,4,1,0,0,-0.05622056813244411
286,2016-04-14,9.4,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room 2 Adult 1 Children ', ' Stayed 1 night ']",2,1,0,0,1,0,4,1,0,0,-0.464355364012256
287,2017-04-26,10.0,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']",22,0,0,1,0,0,4,1,0,0,1.5763186153868036
288,2017-04-06,8.3,"[' Business trip ', ' Solo traveler ', ' Queen Guest Room ', ' Stayed 1 night ']",19,0,0,1,0,0,4,1,0,0,1.2702175184769446
289,2017-04-01,7.9,"[' Leisure trip ', ' Family with young children ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,1,0,0,1,1,4,1,0,0,-0.566389062982209
290,2017-04-10,10.0,"[' Leisure trip ', ' Family with young children ', ' Quadruple Room ', ' Stayed 5 nights ']",3,1,0,0,1,0,4,1,0,0,-0.36232166504230306
291,2016-04-12,6.3,"[' Solo traveler ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",4,0,0,1,0,1,4,1,0,0,-0.26028796607235005
